STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-06,,8364691,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-07,,11451244,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PL,Poland,2025-08,,12096601,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2024-09,,2823361,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2024-10,,2035880,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2024-11,,1780925,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2024-12,,1686083,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-01,,1364835,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-02,,1477461,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-03,,1802240,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-04,,2197356,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-05,,2220853,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-06,,2850773,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-07,,3727610,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",PT,Portugal,2025-08,,5250574,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2024-09,,2288719,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2024-10,,1882556,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2024-11,,1579678,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2024-12,,1480917,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-01,,1323342,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-02,,1275254,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-03,,1214010,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-04,,1321831,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-05,,1762882,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-06,,2345338,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-07,,3916254,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RO,Romania,2025-08,,4511061,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2024-09,,513746,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2024-10,,505288,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2024-11,,412243,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2024-12,,396062,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-01,,504249,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-02,,394700,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-03,,376898,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-04,,438316,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-05,,615095,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-06,,595987,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-07,,705947,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",RS,Serbia,2025-08,,810430,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2024-09,,3422673,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2024-10,,3282971,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2024-11,,2822519,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2024-12,,2368444,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-01,,2429558,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-02,,2725811,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-03,,2988257,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-04,,3123839,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-05,,4341645,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-06,,4997030,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-07,,9240756,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SE,Sweden,2025-08,,6072695,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2024-09,,358116,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2024-10,,349914,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2024-11,,294117,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2024-12,,299755,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-01,,275291,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-02,,357447,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-03,,306245,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-04,,294127,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-05,,349071,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-06,,446539,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-07,,532280,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-08,,605387,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-09,,786080,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-10,,833815,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-11,,727121,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-12,,566363,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-01,,623071,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-02,,739002,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-03,,676949,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-04,,656189,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-05,,863755,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-06,,927894,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-07,,1242697,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-08,,1381632,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-09,,7499056,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-10,,6071767,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-11,,5632715,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-12,,4861346,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-01,,5515247,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-02,,4535189,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-03,,3974693,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-04,,5942467,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-05,,6756888,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-06,,7898002,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-09,,78566,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-10,,68352,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-11,,60621,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-12,,57904,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-01,,61901,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-02,,56711,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-03,,33596,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-04,,64268,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-05,,72309,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-06,,62529,,,,,
