STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2024-10,,1287777,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2024-11,,1079079,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2024-12,,976114,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-01,,907662,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-02,,1117832,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-03,,1204775,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-04,,1153937,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-05,,1170065,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-06,,1730827,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-07,,2509180,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FI,Finland,2025-08,,1598146,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2024-09,,26644274,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2024-10,,19099101,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2024-11,,13901725,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2024-12,,14698784,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-01,,14010890,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-02,,16229770,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-03,,16265726,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-04,,24945072,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-05,,28503542,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-06,,30677913,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-07,,52011296,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",FR,France,2025-08,,64450105,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2024-09,,670264,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2024-10,,455081,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2024-11,,389536,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2024-12,,318072,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-01,,267873,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-02,,301191,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-03,,346325,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-04,,477164,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-05,,748078,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-06,,1072829,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-07,,1743498,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HR,Croatia,2025-08,,2310955,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2024-09,,1255994,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2024-10,,1223459,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2024-11,,1022966,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2024-12,,952763,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-01,,797142,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-02,,822269,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-03,,931024,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-04,,1148245,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-05,,1358461,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-06,,1730747,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-07,,2691669,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",HU,Hungary,2025-08,,2785659,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-09,,1294000,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-10,,1378000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-11,,1053000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2024-12,,965000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-01,,709000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-02,,838000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-03,,735000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-04,,1211000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-05,,1660000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-06,,1972000,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-07,,2611000,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IE,Ireland,2025-08,,2869000,,u,low reliability,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IS,Iceland,2024-09,,180153,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-09,,19088861,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-10,,10028155,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-11,,9592912,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2024-12,,11179550,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-01,,10388985,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-02,,9063452,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-03,,10445365,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-04,,11799687,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-05,,14689455,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-06,,23910005,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-07,,36313828,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",IT,Italy,2025-08,,45455439,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-09,,231,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-10,,531,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-11,,386,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2024-12,,535,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-01,,484,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-02,,195,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-03,,1058,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-04,,330,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-05,,815,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-06,,566,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-07,,726,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LI,Liechtenstein,2025-08,,882,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-09,,460923,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-10,,387553,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-11,,355626,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2024-12,,375670,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-01,,435466,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-02,,486293,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-03,,515597,,,,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-04,,358160,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-05,,382253,,e,estimated,,
dataflow,ESTAT:TIN00171(1.0),Nights spent at tourist accommodation establishments by residents/non-residents - monthly data,M,Monthly,DOM,Domestic country,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",LT,Lithuania,2025-06,,483138,,e,estimated,,
