URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/l01480209-presupuesto-de-ingresos-del-ayuntamiento-de-bilbao-de-2023,dataset,http://www.bilbao.net/opendata/catalogo/dato-presupuesto-ingresos-2023,[es]Presupuesto de ingresos del Ayuntamiento de Bilbao de 2023[eu]Bilboko Udalaren sarreren Aurrekontuak 2023,[eu]Bilboko Udalaren sarreren Aurrekontuak 2023.[es]Presupuesto de ingresos del Ayuntamiento de Bilbao de 2023.,Economía//Sector público,[es]2023,2023-01-09T00:00:00+0100,2023-01-09T00:00:00+0100,[TYPE]http://www.w3.org/2006/time#years[VALUE]1,http://publications.europa.eu/resource/authority/language/SPA,Ayuntamiento de Bilbao,http://creativecommons.org/licenses/by/3.0/es,Vizcaya,,,,,[TITLE_es]CSV[TITLE_eu]CSV[ACCESS_URL]https://www.bilbao.eus/bilbaoopendata/economia/presupuesto_ingresos_2023.csv[MEDIA_TYPE]CSV,
